x,y,z,sigma_xy,sigmaz,rot_x,rot_y,rot_z,rot_w
0.2644558934566861,0.2916838307846335,-0.40256153428244673,0.05080750934548768,0.17425056462515565,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.08388558898036996,0.37035573774068065,-0.3397108695668273,0.10193771774315552,0.13702816846127314,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.2086731713225599,0.2134389165795902,-0.4500817327205421,0.0979879998774644,0.024689933689494972,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.23099571361211862,0.23449580240465867,-0.2785609127771467,0.1348083514378858,0.3186093360517235,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.17508273790598095,0.3082453095090312,-0.5993596508889164,0.13652459794072666,0.126942388399674,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.14043876327769425,0.23865902073022238,-0.41303335536676405,0.09542417393097188,0.39376148381176196,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.20862042084389948,0.36965926431904905,-0.4079339183320691,0.08078514317204731,0.03209098304179547,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.09166928558835516,0.3269767311284202,-0.4230373211002731,0.11307122317407166,0.20349479698975148,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.4484112345833573,0.3848547090090497,-0.454208251688281,0.14562874572582316,0.2780787266076696,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.3173049337427519,0.1886622830428446,-0.43920068012316693,0.04250574996679466,0.07526030272355295,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.17347725949615997,0.256564089769274,-0.45617182066369844,0.12506864076111812,0.020107431864383286,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.190768674225857,0.2530402712125728,-0.2696537708479687,0.00921617304921503,0.0728144778537002,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.27126148038638226,0.25172606259195923,-0.40653332079355925,0.13085499120215988,0.3351231477032526,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.16813576947164938,0.29573221254010745,-0.5079870712809955,0.07865836119587644,0.21257142454939115,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.25039680481309723,0.35068860164005156,-0.4851533003213638,0.08418763020741298,0.22179249717543015,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.16887477397822132,0.3278001050044396,-0.25655003672310783,0.08002245712539896,0.0660472182561255,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.30224573654851156,0.3975427955596198,-0.37726066019353804,0.05296067330778049,0.2928852289472606,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.20498058935646035,0.35192959809734925,-0.3758667345579029,0.016169460614059956,0.01968697165391835,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.14211512407728638,0.2918698462563559,-0.37529768207506875,0.04418316897190485,0.3968847108482251,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.2446833919436754,0.20701816355855895,-0.29050858549843184,0.07771472650866457,0.04103069310801791,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.14498656521374031,0.42333386096782644,-0.41869484915136523,0.08142797667192346,0.13326938248587158,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.22179081378461327,0.24677366742391668,-0.4314296125720979,0.11384191731000452,0.3963289265440326,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.0879953876040023,0.3378937672744199,-0.35746105330796457,0.09311108258602911,0.24759113418766396,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.2618914496649684,0.4892172487822861,-0.42416495861476594,0.016694950513544308,0.38360170195884297,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.4028981903609947,0.39566409688417103,-0.38694704570740845,0.1147520022680728,0.004058979605407709,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.3127351220315299,0.2738170772847171,-0.3341671618111711,0.08865661300931509,0.3464341752675626,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
0.36766537485038037,0.2314381930448587,-0.39998112937568636,0.1003725684299059,0.18892266085837145,0.7051904197147407,-0.1689047639651724,0.6774738294272727,-0.12331611043802698
