x,y,z,sigma_xy,sigmaz,rot_x,rot_y,rot_z,rot_w
-0.5208443255597763,0.31113269276063676,-0.0010872008521003174,0.12539483034635152,0.07689852826608715,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.3141830826120975,0.2537421285253986,0.15316762721404367,0.0065830340429237745,0.11503748326428616,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.4000208597399897,0.3988879628147037,-0.061241182503109115,0.11259306470327224,0.2622686104867915,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.5422292567836984,0.31510329004162624,0.2675879161618744,0.11506066636044474,0.03597060740616836,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.3935034535590304,0.31184831181506373,0.23521796157519786,0.09112705180740295,0.25013023886994123,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.39077801155089315,0.306802031272833,0.11340773329408006,0.11184876253089517,0.3804217006314459,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.5279902542718701,0.2930024436963691,0.24184097027797616,0.13774795901386086,0.03643909951682907,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.37197655228611615,0.24400547546933454,0.09015145521330169,0.10256929480663804,0.11375949467784854,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.3798692933628411,0.2625271654357119,0.3135966910940046,0.024563219723271773,0.005976893818060481,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.4465998509180611,0.2973594155104182,0.04158255363918262,0.050631025977661316,0.3310536232804224,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.49540525853136763,0.20808273631885593,0.08452615885216866,0.14914491561980386,0.056675630739322094,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.4094057597929853,0.3661422636791316,-0.0671522465194343,0.14520494007842588,0.11029145074809828,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.41987757784029267,0.21434475785827414,0.28063961435676277,0.13293736659020594,0.19932998839954208,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.46702441058818295,0.25260358807176597,0.1836060885101828,0.023945417017310875,0.008790511406019653,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.40612469771101,0.1959398525572668,0.22759654917706215,0.06369949267420007,0.3574577045005635,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.3505816695507203,0.2189093346484778,0.01434093862609817,0.07598110186929999,0.07893366112019638,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.3451564515889301,0.2083242342017605,0.1932263359676738,0.10441458851810449,0.1955087350607359,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
-0.4537802948292249,0.23689610827378438,0.11522112649627422,0.10320317507832924,0.0480253126951844,-0.5132492802756827,-0.01104209047967147,-0.11018426095287848,0.8510656127306522
