x,y,z,sigma_xy,sigmaz,rot_x,rot_y,rot_z,rot_w
-0.029208880142227167,0.1022163408003064,-0.4323665021259169,0.10392511138625435,0.13684123844780074,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.15474333899407783,0.023266778323343604,-0.7024182534115375,0.1366273029502694,0.038345565849833375,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.04118989972915318,0.043910801134810724,-0.5800384662293875,0.04548861041300763,0.02776232137954651,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.15443719153887173,0.10041240200751292,-0.5948232093938403,0.13088319003778803,0.06892916859309998,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.1168577203426614,0.032228981546177295,-0.48673386800738105,0.0005279468517342733,0.3868145599114996,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.012729432730750459,0.0584082060117873,-0.7403614225364293,0.10552137681296866,0.07242243207869663,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.017111323080551237,0.057522911547281674,-0.5970042810452872,0.12533499416322536,0.1690019154760298,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.2163605189395059,0.028409741508468714,-0.7477367122815031,0.04564241203748661,0.1620897467256351,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.08686902443950134,0.10081185694979786,-0.6224836053157771,0.02393635310820321,0.22346376582328623,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.1489731966445908,-0.0257726574983822,-0.5390198041586762,0.14074551888118944,0.2865593189839265,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
0.10849208681170466,0.06455002851094549,-0.5577442328233813,0.05776705594122138,0.11291575452420646,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.13808836596362764,0.003549488688634167,-0.3493183885017249,0.09696307396233801,0.1889468751303749,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.14335660025250657,0.06826111999378359,-0.36069563167623964,0.070909409187757,0.3118398892706953,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.03543439934740033,0.17035135859435716,-0.48280918091552166,0.0436400563579227,0.09512908281002948,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.001744699022799695,0.08575306508687344,-0.4327707558791555,0.14683113069249865,0.32740277639342724,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.03119060934216094,0.013993779657324942,-0.494683272000473,0.11799890203190327,0.12281218830201777,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.039655210460359705,0.01950609747493213,-0.28185454158006357,0.0698798362088953,0.18870121389488054,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.3825952709073367,0.10081258795582673,-0.6197966075700867,0.10206041343261914,0.08485280405836507,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.07981087522722621,0.06299263809679656,-0.5130850041266302,0.08473088376372374,0.2734604994149159,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.09136620925232776,0.08405105588922478,-0.5802779279645082,0.04169184381647673,0.04277030166077816,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.06312333144651802,0.09476759902235991,-0.594336971248156,0.0817221073049669,0.1794430891250008,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.12956819548414242,0.1544715406525642,-0.7499194583940763,0.10470710398518357,0.35176514453744395,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.05210435187767088,0.13200303146581271,-0.41755408590547194,0.009979484374086084,0.24360313124490207,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.15579817224767284,0.19074181267833154,-0.523765360864331,0.10111707827590218,0.0016593281289937869,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.08187870266009022,0.04065956629825838,-0.519308229313155,0.1286121345333486,0.26631916746205575,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.10743827348305095,0.10823482535117368,-0.5593356390822812,0.025924317355948304,0.302983912999747,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.04845225269721881,0.08056781378726958,-0.47324475236324764,0.07322540306149129,0.32668075214936265,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.06138472943005362,0.07088877970798647,-0.3880966084588265,0.06141260353032116,0.11123619182968542,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.018480143166121635,0.1858722523836661,-0.5141955090176173,0.0359944506038566,0.29782298217761843,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
0.09414917020842511,0.005660806565838172,-0.6968210292240833,0.002811013670417328,0.11229916942833983,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.004193335774377346,0.10703546970445865,-0.45009674900600455,0.12884843617959135,0.2644179267977286,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.06392872460155126,0.1469851735747145,-0.5290793813626442,0.11252827967719398,0.26676393936091153,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
-0.07692981253783476,0.12030645773825585,-0.5045633762940032,0.02917791335671171,0.3037763516615077,0.7581253826571206,-0.6515074899477462,0.01999869528773583,0.019594563015545376
